ano,numero,dataEmissao,tipo,nomeCredor,valor
2023,1105,2023-02-03,Empenhar,"DIPAR DISTRIBUIDORA DE PAPÉIS E REVISTAS LTDA",37403.7
2023,1106,2023-02-03,Empenhar,"FLUX COMERCIO LTDA",1425
2023,1107,2023-02-03,Empenhar,"NEW HOME COMERCIO DE MOVEIS LTDA",5670
2023,1108,2023-02-03,Empenhar,"LEAO DE JUDA COMERCIAL LTDA",13874.04
2023,1109,2023-02-03,Empenhar,"ESSENCIA COSMETICOS E ACESSORIOS LTDA.",2740
2023,1110,2023-02-03,Empenhar,"BOING COMERCIO ATACADISTA DE MATERIAIS LTDA",927
2023,1111,2023-02-03,Empenhar,"PARQUINHO ARAUCARIA LTDA",383
2023,1112,2023-02-03,Empenhar,"RSUL EIRELI",15637
2023,1113,2023-02-03,Empenhar,"2B DISTRIBUIDORA LTDA",1795
2023,1114,2023-02-03,Empenhar,"ARAUSUPRI INFORMATICA LTDA",6780
