cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
15.272.796/0001-09,10367736,Poltrona,14,"NEW HOME COMERCIO DE MOVEIS LTDA",6,UND,3450,3450,575,575
12.072.475/0001-72,10384010,"CADEIRA GIRATÓRIA SECRETÁRIA",11,"GF COMERCIO E SERVICO DE EQUIPAMENTOS DE SEGURANCA LTDA",2,UND,1340,1340,670,670
28.358.842/0001-39,3401023151,Biombo,9,"TEDA DISTRIBUIDORA LTDA",1,UN,840,825,840,825
28.358.842/0001-39,10107915,"CADEIRA GIRATORIA",10,"TEDA DISTRIBUIDORA LTDA",20,UND,14400,12340,720,617
18.619.082/0001-12,34213,"Flipshart com Papel",13,"RIF COMERCIAL ATACADISTA LTDA.",1,UN,210,199.5,210,199.5
18.619.082/0001-12,224,"HD externo 4TB",17,"RIF COMERCIAL ATACADISTA LTDA.",1,UNID,896,569.5,896,569.5
21.028.710/0001-08,303,Persiana,15,"LENELAR CORTINAS E PERSIANAS LTDA",3,UNID,6315,3945,2105,1315
27.830.943/0001-06,1012922,CRONÔMETRO,1,"LAURETH IMPORTS LTDA",1,UNI,52.7,40,52.7,40
27.830.943/0001-06,1534,"Tenda  chapéu bruxa",3,"LAURETH IMPORTS LTDA",1,UND,10500,5550,10500,5550
27.830.943/0001-06,3401023150,"Aspirador de pó",4,"LAURETH IMPORTS LTDA",1,UN,525,470,525,470
44.042.538/0001-34,3401023149,"Tapete Emborrachado",2,"4INFO LTDA",1,UN,563,390,563,390
44.042.538/0001-34,10379252,"COMPUTADOR BÁSICO COMPLETO",16,"4INFO LTDA",16,UND,80000,68608,5000,4288
97.541.831/0001-02,10378703,"Furadeira de Impacto",6,"GESSICA ZARZEKA OLIVO",1,UND,605,479.99,605,479.99
97.541.831/0001-02,33800,"Lavadora da alta pressão",8,"GESSICA ZARZEKA OLIVO",1,UN,1825,1286.99,1825,1286.99
24.675.507/0001-03,36212,Freezer,5,"MICROFORT INFORMÁTICA LTDA",1,UNI,4800,3649.91,4800,3649.91
24.675.507/0001-03,10366602,"Cadeira Diretor giratória",12,"MICROFORT INFORMÁTICA LTDA",8,UND,12960,12799.44,1620,1599.93
33.120.132/0001-06,10384454,GELADEIRA,7,"R.S. IMPORTS LTDA",1,UND,3110,2990,3110,2990
