cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
93.726.446/0001-89,10373001,"CONE RETRÁTIL PARA SINALIZAÇÃO VIÁRIA COM FAIXAS REFLETIVAS",2,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",25,UND,1747.5,3375,69.9,135
93.726.446/0001-89,10373005,"CHAVE PARA MANGUEIRA DUPLA TIPO STORZ DE 1 ½ X 2 ½",6,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",5,UND,425.9,100,85.18,20
93.726.446/0001-89,10373006,"DIVISOR/DERIVANTE EM ALUMÍNIO DE 2 ½ POLEGADAS COM 2 SAÍDAS",7,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,6610.46,5380,3305.23,2690
93.726.446/0001-89,10373007,"REDUÇÃO FIXA STORZ DE 63MM X 38MM;",8,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",6,UND,734.46,480,122.41,80
93.726.446/0001-89,10373008,"ADAPTADOR 2 ½ POLEGADAS",9,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",6,UND,300,240,50,40
93.726.446/0001-89,10373009,"ADAPTADOR 1 ½ POLEGADAS",10,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",6,UND,300,180,50,30
93.726.446/0001-89,10373010,"EDUTOR ENTRE LINHAS PARA FORMAÇÃO DE ESPUMA NO COMBATE A INC",11,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,10400,9440,5200,4720
93.726.446/0001-89,10373011,"ESGUICHO AUTOMÁTICO DE 1 ½ POLEGADAS",12,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,5200,5000,2600,2500
93.726.446/0001-89,10373012,"PINÇÃO PARA RÉPTEIS.",13,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,1000,610,500,305
93.726.446/0001-89,10373018,"CONJUNTO IMPERMEÁVEL PARA CHUVA COM CALÇA E JAPONA",20,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",30,UND,9600,8850,320,295
93.726.446/0001-89,110300139,"LUVA DE VAQUETA",22,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",30,UND,900,600,30,20
93.726.446/0001-89,10373022,"MACA RESGATE PARA RESGATE E SALVAMENTO",25,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,5084.4,4190,2542.2,2095
93.726.446/0001-89,10373025,"EQUIPAMENTO PORTÁTIL PARA FORMAÇÃO DE ESPUMA",28,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,15038.68,13938,7519.34,6969
93.726.446/0001-89,10373048,"MANGUEIRA PARA COMBATE A INCÊNDIO DE 1 ½ POLEGADAS 38MM",29,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",15,UND,10795.2,8175,719.68,545
93.726.446/0001-89,10373049,"MANGUEIRA PARA COMBATE A INCÊNDIO DE 2 ½ POLEGADAS 63MM",30,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",10,UND,10042.3,7750,1004.23,775
93.726.446/0001-89,10373030,"CHAVE DE HIDRANTE TIPO T",35,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,4000,3620,2000,1810
93.726.446/0001-89,10373031,"KIT CABEÇOTES PARA CHAVE TIPO T DE HIDRANTE",36,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,400,4000,200,2000
93.726.446/0001-89,10373034,"VENTILADOR DE PRESSÃO POSITIVA À COMBUSTÃO PARA COMBATE A IN",39,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",1,UND,23500,20900,23500,20900
93.726.446/0001-89,10373036,"LAÇO CAMBÃO PARA CAPTURA DE ANIMAIS",41,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,800,660,400,330
93.726.446/0001-89,10373050,"PINÇÃO PARA RÉPTEIS",42,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,1000,590,500,295
93.726.446/0001-89,10373038,"PINÇÃO PARA CAPTURA DE COBRAS",44,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",2,UND,1000,370,500,185
93.726.446/0001-89,10373039,"MACACÃO PARA TRABALHO COM ABELHAS",45,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",3,UND,600,315,200,105
93.726.446/0001-89,10373040,"MACACAO PARA TRABALHO COM ABELHAS TAMANHO GG",46,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",3,UND,600,315,200,105
93.726.446/0001-89,10373041,"MACACAO PARA TRABALHO COM ABELHAS TAMANHO P",47,"SERMEDICALL ARP EQUIP. HOSPITALARES LTDA",3,UND,600,315,200,105
