cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
24.006.302/0001-35,34975,"Operacionalização e execução, pela EXECUTORA, das rotinas e",1,"I.D.E.A.S - INSTITUTO DESENVOLVIMENTO ENSINO E ASSISTENCIA A SAUDE",6,MES,6321540.48,6321540.48,1053590.08,1053590.08
