cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
03.384.574/0001-07,32051,"Instalação de novas divisórias (eucatex naval simples com pe",1,"DIVIPLAN LTDA",240,M2,20808,20220,86.7,84.25
03.384.574/0001-07,32052,"Montagem e desmontagem de divisórias/vidros",2,"DIVIPLAN LTDA",230,M2,6589.5,5865,28.65,25.5
03.384.574/0001-07,32053,"Instalações de painéis de vidro 5mm",3,"DIVIPLAN LTDA",26,M2,3016,2964,116,114
03.384.574/0001-07,32054,"Instalações de painéis de vidro 5mm fumê",4,"DIVIPLAN LTDA",23,M2,3375.48,3277.5,146.76,142.5
