cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
86.532.751/0001-74,INDIVIDUAL," ","itensProposta_e4ba01b2-a852-4d82-8120-a3fe25e240db.csv","HOSPITAL DE CARIDADE SAO ROQUE",,," "
