ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2017,83.661.074/0001-04,2017-04-18," ",2017-04-18,"FUNDACAO EDUCACIONAL DE CRICIUMA","PREFEITURA MUNICIPAL DE CRICIÚMA",24,"Contratação de serviços técnicos especializados para atualização da Planta de Valores Genéricos de Terrenos para definição do valor de metro quadrado por face de quadra; Definição e atualização dos Custos Unitários de Reprodução de Edificações e definição e adequação dos modelos de avaliação em massa dos imóveis (terrenos e edificações) para fins de tributação em conformidade com a ABNT NBR 14.653."," ",392435
