cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.850.947/0001-05,1013496,"Fibra para enchimento 100% poliéster",1,"MARCELO GOMES & CIA LTDA",200,KG,5000,4820,25,24.1
05.850.947/0001-05,1013497,"Pistola cola quente - pequena",2,"MARCELO GOMES & CIA LTDA",8,UNI,135.2,132,16.9,16.5
05.850.947/0001-05,1013498,"Bastão para cola quente - pequeno",3,"MARCELO GOMES & CIA LTDA",5,KG,190,186,38,37.2
05.850.947/0001-05,1013499,"Tecido Feltro Branco Liso",4,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013500,"Tecido Feltro Verde",5,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013501,"Tecido feltro vermelho",6,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013502,"Tecido feltro Amarelo",7,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013503,"Tecido Feltro Roxo",8,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013504,"Tecido feltro Rosa Pink",9,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013505,"Tecido Feltro Rosa claro",10,"MARCELO GOMES & CIA LTDA",40,M,560,546,14,13.65
05.850.947/0001-05,1013506,"Fita de cetim larga",11,"MARCELO GOMES & CIA LTDA",20,UNI,158,152,7.9,7.6
05.850.947/0001-05,1013507,"Fita de Cetim Extra fina",12,"MARCELO GOMES & CIA LTDA",30,UNI,75,72,2.5,2.4
05.850.947/0001-05,1012274,"TECIDO PARA PETCHWORK",13,"MARCELO GOMES & CIA LTDA",100,M,1600,1600,16,16
05.850.947/0001-05,1013508,"Linha de Costura",14,"MARCELO GOMES & CIA LTDA",3,CX,450,444,150,148
05.850.947/0001-05,1013509,"Agulha para costura a mão",15,"MARCELO GOMES & CIA LTDA",40,PCT,200,192,5,4.8
05.850.947/0001-05,1013510,"Pérola - 6mm",16,"MARCELO GOMES & CIA LTDA",40,PCT,1800,1756,45,43.9
05.850.947/0001-05,1013511,"Meia pérola",17,"MARCELO GOMES & CIA LTDA",40,PCT,1800,1756,45,43.9
05.850.947/0001-05,1013512,"Pérola- 3 mm",18,"MARCELO GOMES & CIA LTDA",40,PCT,1800,1756,45,43.9
05.850.947/0001-05,1013513,"Papel Termocolante para patchwork",19,"MARCELO GOMES & CIA LTDA",80,M,960,920,12,11.5
05.850.947/0001-05,1013514,"Botões- 2 furos",20,"MARCELO GOMES & CIA LTDA",30,PCT,450,435,15,14.5
05.850.947/0001-05,1013515,"Cola Branca - líquida",21,"MARCELO GOMES & CIA LTDA",30,KG,660,645,22,21.5
05.850.947/0001-05,1013516,"Linha Para bordados",22,"MARCELO GOMES & CIA LTDA",50,UNI,250,250,5,5
05.850.947/0001-05,1012737,"SACA DE TECIDO BRANCA",23,"MARCELO GOMES & CIA LTDA",50,RL,295,287.5,5.9,5.75
05.850.947/0001-05,1013517,"Tecido Renda",24,"MARCELO GOMES & CIA LTDA",20,M,700,694,35,34.7
05.850.947/0001-05,1012164,"TOALHA DE LAVABO",25,"MARCELO GOMES & CIA LTDA",80,UNI,240,239.2,3,2.99
05.850.947/0001-05,1012278,"TOALHA DE ROSTO",26,"MARCELO GOMES & CIA LTDA",80,UNI,480,472,6,5.9
05.850.947/0001-05,1013518,"Renda Guipir Estilo grega",27,"MARCELO GOMES & CIA LTDA",15,M,298.5,292.5,19.9,19.5
05.850.947/0001-05,10114371,TESOURA,28,"MARCELO GOMES & CIA LTDA",10,UND,270,262,27,26.2
05.850.947/0001-05,1012256,"PASSA FITA",29,"MARCELO GOMES & CIA LTDA",30,RL,48,48,1.6,1.6
05.850.947/0001-05,1010798,"fita crepe 25 x 50",30,"MARCELO GOMES & CIA LTDA",15,RL,112.5,110.25,7.5,7.35
05.850.947/0001-05,1013519,"Folha de Cartolina",31,"MARCELO GOMES & CIA LTDA",200,RL,80,80,0.4,0.4
05.850.947/0001-05,1013520,"Folhas de Papel manteiga",32,"MARCELO GOMES & CIA LTDA",200,UNI,220,216,1.1,1.08
05.850.947/0001-05,1013521,"Carbono para tecido",33,"MARCELO GOMES & CIA LTDA",10,PCT,230,225,23,22.5
05.850.947/0001-05,1011924,"CANETA ESFEROGRÁFICA -  na cor preta",34,"MARCELO GOMES & CIA LTDA",4,CX,180,176,45,44
05.850.947/0001-05,1013522,"Linha para croche - com 500 m",35,"MARCELO GOMES & CIA LTDA",80,UN,1120,1108,14,13.85
05.850.947/0001-05,1012881,"TECIDO  Oxford",36,"MARCELO GOMES & CIA LTDA",80,M,1192,1112,14.9,13.9
05.850.947/0001-05,1013523,"Fita Sianinha",37,"MARCELO GOMES & CIA LTDA",25,PCT,225,220,9,8.8
05.850.947/0001-05,1012795,"BOLA  DE ISOPOR - 35mm",38,"MARCELO GOMES & CIA LTDA",50,UNI,7.5,7.5,0.15,0.15
05.850.947/0001-05,1013524,"BOLA DE ISOPOR - 50mm",39,"MARCELO GOMES & CIA LTDA",50,UNI,15,15,0.3,0.3
05.850.947/0001-05,1013525,"BOLA DE ISOPOR - 75 mm",40,"MARCELO GOMES & CIA LTDA",50,UN,25,25,0.5,0.5
