cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
00.247.513/0001-00,30613,"Tonner para impressora HP 36",1,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",6,UN,246,239.4,41,39.9
00.247.513/0001-00,30614,"Tonner para impressora HP 35",2,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,205,199.5,41,39.9
00.247.513/0001-00,30615,"Tonner para impressora HP 53",3,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",6,UN,342,299.4,57,49.9
00.247.513/0001-00,30616,"Tonner para impressora HP 51",4,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",6,UN,390,346.8,65,57.8
00.247.513/0001-00,30617,"Tonner para impressora HP 49",5,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",6,UN,375,345,62.5,57.5
00.247.513/0001-00,30618,"Tonner para impressora HP 12",6,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",15,UN,615,598.5,41,39.9
00.247.513/0001-00,30619,"Cartucho para HP 21",7,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",160,UN,7680,7552,48,47.2
00.247.513/0001-00,29057,"Cartucho para impressora HP 22",8,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",10,UN,650,646,65,64.6
00.247.513/0001-00,30620,"Tonner E-120",9,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,335,317.5,67,63.5
00.247.513/0001-00,29059,"Tonner HP laserjet P2015",10,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,235,222.5,47,44.5
00.247.513/0001-00,30621,"Tonner para impressora HP 15",11,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,295,283.5,59,56.7
00.247.513/0001-00,30622,"Cartucho para impressora Samsung SCX4725FN",12,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,325,314,65,62.8
00.247.513/0001-00,30623,"Cartucho para impressora Samsung SCX5530FN",13,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,325,314,65,62.8
00.247.513/0001-00,30624,"Tonner para impressora HP 85",14,"LIPAPER LIVRARIA INF. E PAPELARIA LTDA.",5,UN,200,187.5,40,37.5
