cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
83.662.387/0001-79,150800296,"CAPAS AMARELA - 30 X 21CM, CARTOLINA AMARELA 180GR,SEM",5,"GRAFICA E EDITORA SANTO ANTONIO LTDA",1500,UND,600,405,0.4,0.27
83.662.387/0001-79,10365270,"CARTÃO DE PROTOCOLO GERAL",6,"GRAFICA E EDITORA SANTO ANTONIO LTDA",18000,UND,1080,540,0.06,0.03
83.662.387/0001-79,10372298,"Cartões (Dia do Professor, Diretor) tamanho 10x15 cm",9,"GRAFICA E EDITORA SANTO ANTONIO LTDA",2380,UND,952,714,0.4,0.3
83.662.387/0001-79,10100275,CONVITES,12,"GRAFICA E EDITORA SANTO ANTONIO LTDA",800,UND,944,720,1.18,0.9
83.662.387/0001-79,10363706,"Diário CICLOS",13,"GRAFICA E EDITORA SANTO ANTONIO LTDA",300,UND,1650,1440,5.5,4.8
83.662.387/0001-79,10361574,"Diário de Classe  1º ao 3º ano",14,"GRAFICA E EDITORA SANTO ANTONIO LTDA",480,UND,2016,1588.8,4.2,3.31
83.662.387/0001-79,10361575,"Diário de Classe 4º ao 5º ano",15,"GRAFICA E EDITORA SANTO ANTONIO LTDA",200,UND,1100,1080,5.5,5.4
83.662.387/0001-79,10365278,"Diário de Classe 6º ao 9º ano",16,"GRAFICA E EDITORA SANTO ANTONIO LTDA",1450,UND,7975,4770.5,5.5,3.29
83.662.387/0001-79,10106369,"DIÁRIO DE CLASSE   (EDUCAÇÃO FÍSICA)",17,"GRAFICA E EDITORA SANTO ANTONIO LTDA",700,UND,3920,3080,5.6,4.4
83.662.387/0001-79,10363711,"Diário de Classe Educação Infantil",18,"GRAFICA E EDITORA SANTO ANTONIO LTDA",1300,UND,3900,2587,3,1.99
83.662.387/0001-79,10302200,"Diário de Classe  do ensino da Arte",19,"GRAFICA E EDITORA SANTO ANTONIO LTDA",700,UND,4060,2800,5.8,4
83.662.387/0001-79,10363713,"Diário Jovens e Adultos Anos Finais",20,"GRAFICA E EDITORA SANTO ANTONIO LTDA",500,UND,2100,1570,4.2,3.14
83.662.387/0001-79,10363714,"Diário Jovens e Adultos Anos Iniciais",21,"GRAFICA E EDITORA SANTO ANTONIO LTDA",120,UND,840,744,7,6.2
83.662.387/0001-79,10365284,"FOLHA ADESIVO A4",26,"GRAFICA E EDITORA SANTO ANTONIO LTDA",2000,UND,1100,640,0.55,0.32
83.662.387/0001-79,10104931,"MEMORANDO INTERNO",27,"GRAFICA E EDITORA SANTO ANTONIO LTDA",410,BLC,1611.3,1209.5,3.93,2.95
83.662.387/0001-79,10104114,"PASTA DE PROCESSO",28,"GRAFICA E EDITORA SANTO ANTONIO LTDA",16000,UND,8640,6720,0.54,0.42
83.662.387/0001-79,10365295,"PASTA PODER EXECUTIVO P/B",30,"GRAFICA E EDITORA SANTO ANTONIO LTDA",6000,UND,3360,2340,0.56,0.39
08.432.848/0001-00,10372294,"banner tamanho 0,80cm x 1,00m em lona",1,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",2,UND,700,318,350,159
08.432.848/0001-00,10372295,"caderno de prova IDEC 5º ano",2,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",1700,UND,6715,2091,3.95,1.23
08.432.848/0001-00,10369677,"Cadernos de Prova AMAC 3º ano",3,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",1800,UND,5400,2178,3,1.21
08.432.848/0001-00,10372297,"CAPA DE TRANSFERÊNCIA PASTA 47X32,5CM",4,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",5000,UND,3700,2300,0.74,0.46
08.432.848/0001-00,10372299,"Certificado Tamanho 21x29,7 cm",10,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",5000,UND,3500,550,0.7,0.11
08.432.848/0001-00,10369674,"Diretriz Curricular da Educação Infantil",22,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",100,UND,22000,16000,220,160
08.432.848/0001-00,10112028,"ENVELOPE GRANDE TIMBRADO 26X36",23,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",5000,UND,3950,2000,0.79,0.4
08.432.848/0001-00,10365280,"ENVELOPE MÉDIO TIMBRADO",24,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",5000,UND,1700,1235,0.34,0.247
08.432.848/0001-00,10365294,"PASTA PODER EXECUTIVO",29,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",2000,UND,3020,1580,1.51,0.79
08.432.848/0001-00,10365297,"PROVA IDEC 9º ANO",31,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",950,UND,4750,1824,5,1.92
08.432.848/0001-00,10365298,"PROVA PROEJA",32,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",300,UND,2145,1317,7.15,4.39
10.376.272/0001-44,10365271,"CARTÃO DE VISITAS Jogo c/250",7,"PEDRO ERNESTO VOGEL NUNES",30,JGO,2520,1350,84,45
10.376.272/0001-44,10369632,"CARTÃO PONTO. Lâmina com 2 unidades",8,"PEDRO ERNESTO VOGEL NUNES",9000,LMNA,2430,1620,0.27,0.18
10.376.272/0001-44,10365274,"COMPROVANTE ENTREGA CORREIOS",11,"PEDRO ERNESTO VOGEL NUNES",3000,UND,630,600,0.21,0.2
10.376.272/0001-44,10372300,"ENVELOPE OFÍCIO COM TIMBRE. 11,4X22,9CM",25,"PEDRO ERNESTO VOGEL NUNES",6000,UND,1020,600,0.17,0.1
