cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
07.533.147/0001-96,10200200,"Retifica de morotres, bombas e bicos injetores",1,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",1,UND,29381.91,28970,29381.91,28970
07.533.147/0001-96,10200200,"Retifica de morotres, bombas e bicos injetores",2,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",1,UND,20578.96,19900,20578.96,19900
07.533.147/0001-96,10200200,"Retifica de morotres, bombas e bicos injetores",3,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",1,UND,9954.18,9100,9954.18,9100
07.533.147/0001-96,10200200,"Retifica de morotres, bombas e bicos injetores",4,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",1,UND,3106.4,2730,3106.4,2730
07.533.147/0001-96,10200200,"Retifica de morotres, bombas e bicos injetores",5,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",1,UND,5450,4980,5450,4980
