cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.315.593/0001-00,10369873,"Pilha grande.",80,"ORLEANS INFORMATICA LTDA ME",10,CAR,89,62.4,8.9,6.24
02.315.593/0001-00,10369874,"Pilha Média.",81,"ORLEANS INFORMATICA LTDA ME",85,CAR,629,320.45,7.4,3.77
02.315.593/0001-00,10369875,"Pilha Palito Comum.",82,"ORLEANS INFORMATICA LTDA ME",300,CAR,2610,741,8.7,2.47
02.315.593/0001-00,10369876,"Pilha pequena comum.",83,"ORLEANS INFORMATICA LTDA ME",250,CAR,1550,617.5,6.2,2.47
02.315.593/0001-00,10366711,"Régua escritório",91,"ORLEANS INFORMATICA LTDA ME",200,UND,266,78,1.33,0.39
02.315.593/0001-00,50300480,"TINTA PARA CARIMBO",95,"ORLEANS INFORMATICA LTDA ME",80,UND,407.2,130.4,5.09,1.63
00.147.109/0001-56,50200005,"Papel ofício  alcalino 75 g/m2, A4 tamanho 210 x 297 mm",97,"AQUINPEL SUPRIMENTOS PARA ESCRITORIO INFORMATICA E PAPELARIA EIRELI",750,RES,101250,101250,135,135
02.537.692/0001-37,10366699,"Marcador permanente",64,"GOLD COMPUTADORES LTDA",150,UND,327,144,2.18,0.96
02.537.692/0001-37,10366703,"Pasta arquivo de A-Z",70,"GOLD COMPUTADORES LTDA",200,UND,1318,1268,6.59,6.34
04.586.694/0001-41,10298692,"Apagador para quadro branco",1,"INFOTRIZ COMERCIAL EIRELI EPP",100,UND,496,184,4.96,1.84
04.586.694/0001-41,51102318,"Aparelho telefônico com fio",2,"INFOTRIZ COMERCIAL EIRELI EPP",100,UND,5060,2950,50.6,29.5
04.586.694/0001-41,10366663,"Apontador sem depósito.",3,"INFOTRIZ COMERCIAL EIRELI EPP",1200,UND,804,156,0.67,0.13
04.586.694/0001-41,10369850,"Bateria 9 volts",4,"INFOTRIZ COMERCIAL EIRELI EPP",70,CAR,784,409.5,11.2,5.85
04.586.694/0001-41,10367674,"Borracha (amarradilha)",6,"INFOTRIZ COMERCIAL EIRELI EPP",500,PCT,1310,795,2.62,1.59
04.586.694/0001-41,10369852,"Borracha apagadora.",7,"INFOTRIZ COMERCIAL EIRELI EPP",80,CX,731.2,462.4,9.14,5.78
04.586.694/0001-41,10369853,"Borracha de vinil",8,"INFOTRIZ COMERCIAL EIRELI EPP",250,UND,382.5,97.5,1.53,0.39
04.586.694/0001-41,10366667,"Caderno brochura (pequeno) 1/4 capa dura",9,"INFOTRIZ COMERCIAL EIRELI EPP",250,UND,1267.5,470,5.07,1.88
04.586.694/0001-41,10364600,"Caderno universitário capa dura",11,"INFOTRIZ COMERCIAL EIRELI EPP",500,UND,3925,2175,7.85,4.35
04.586.694/0001-41,10367676,"Caixa de arquivo morto polionda",12,"INFOTRIZ COMERCIAL EIRELI EPP",200,UND,680,490,3.4,2.45
04.586.694/0001-41,10366670,"Caixa em papelão para arquivo morto",13,"INFOTRIZ COMERCIAL EIRELI EPP",2500,UND,3800,2700,1.52,1.08
04.586.694/0001-41,10115113,"CAIXA PARA CORRESPONDENCIA",14,"INFOTRIZ COMERCIAL EIRELI EPP",30,UND,1112.1,876,37.07,29.2
04.586.694/0001-41,50200079,"CANETA DESTACA TEXTO",16,"INFOTRIZ COMERCIAL EIRELI EPP",250,CX,3672.5,1910,14.69,7.64
04.586.694/0001-41,10100083,"CANETA ESFEROGRAFICA AZUL",17,"INFOTRIZ COMERCIAL EIRELI EPP",350,CX,9275,6387.5,26.5,18.25
04.586.694/0001-41,10105343,"CANETA ESFEROGRAFICA PRETA",18,"INFOTRIZ COMERCIAL EIRELI EPP",50,CX,1325,867.5,26.5,17.35
04.586.694/0001-41,20100741,"Caneta esferográfica vermelha",20,"INFOTRIZ COMERCIAL EIRELI EPP",20,CX,530,349,26.5,17.45
04.586.694/0001-41,10369854,"CD virgem 700mb de capacidade acompanhado de caixa",22,"INFOTRIZ COMERCIAL EIRELI EPP",100,UND,186,178,1.86,1.78
04.586.694/0001-41,10369855,"CD virgem, 700mb de capacidade sem capa",23,"INFOTRIZ COMERCIAL EIRELI EPP",700,UND,567,357,0.81,0.51
04.586.694/0001-41,10367678,"Clips tamanho 2/0",25,"INFOTRIZ COMERCIAL EIRELI EPP",1500,CX,1740,2880,1.16,1.92
04.586.694/0001-41,300101104,"Clips tamanho 3/0",26,"INFOTRIZ COMERCIAL EIRELI EPP",300,CX,552,540,1.84,1.8
04.586.694/0001-41,300101105,"Clips tamanho 8/0",28,"INFOTRIZ COMERCIAL EIRELI EPP",50,CX,204.5,117.5,4.09,2.35
04.586.694/0001-41,10367682,"Cola Bastão 40 gr",29,"INFOTRIZ COMERCIAL EIRELI EPP",200,UND,642,266,3.21,1.33
04.586.694/0001-41,10367683,"Cola Bastão 8gr",30,"INFOTRIZ COMERCIAL EIRELI EPP",200,UND,384,94,1.92,0.47
04.586.694/0001-41,51101698,"Cola Branca 110g",31,"INFOTRIZ COMERCIAL EIRELI EPP",130,UND,271.7,162.5,2.09,1.25
04.586.694/0001-41,10366678,"Cola instatânea",32,"INFOTRIZ COMERCIAL EIRELI EPP",180,UND,916.2,201.6,5.09,1.12
04.586.694/0001-41,10369858,"Corretivo em fita de 5mm x 5.5 mts",33,"INFOTRIZ COMERCIAL EIRELI EPP",350,UND,2187.5,658,6.25,1.88
04.586.694/0001-41,10366680,"Corretivo líquido.",34,"INFOTRIZ COMERCIAL EIRELI EPP",100,CX,2250,920,22.5,9.2
04.586.694/0001-41,51102354,"etiqueta carta para impressoras disk Jet e Laser ref. 3180",39,"INFOTRIZ COMERCIAL EIRELI EPP",50,CX,1505.5,1107.5,30.11,22.15
04.586.694/0001-41,51102004,"Extrator de grampo de metal",40,"INFOTRIZ COMERCIAL EIRELI EPP",60,CX,503.4,417,8.39,6.95
04.586.694/0001-41,10366685,"Fita adesiva marron",42,"INFOTRIZ COMERCIAL EIRELI EPP",500,UND,2635,1580,5.27,3.16
04.586.694/0001-41,10360696,"Fita adesiva plastica transparente 12mm x 30 mts",43,"INFOTRIZ COMERCIAL EIRELI EPP",500,UND,380,235,0.76,0.47
