data,justificativa,responsavel,tipo
2021-09-03,reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
2021-12-15,reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
2022-03-02,reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
