cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.850.947/0001-05," ","Agulha para costura a mão",1,"MARCELO GOMES & CIA LTDA - ME",5,PCT,26,26,5.2,5.2
05.850.947/0001-05," ","BORDADO INGLÊS COM PASSA FITA",2,"MARCELO GOMES & CIA LTDA - ME",10,RL,170.7,170.7,17.07,17.07
05.850.947/0001-05," ","CANETA ESFEROGRÁFICA PRETA",3,"MARCELO GOMES & CIA LTDA - ME",5,CX,207.5,207.5,41.5,41.5
05.850.947/0001-05," ","COLA DE SILICONE LIQUIDO",4,"MARCELO GOMES & CIA LTDA - ME",125,UNI,660,660,5.28,5.28
05.850.947/0001-05," ","REFIL DE COLA QUENTE",5,"MARCELO GOMES & CIA LTDA - ME",10,KG,278.3,278.3,27.83,27.83
05.850.947/0001-05," ","FITA CREPE",6,"MARCELO GOMES & CIA LTDA - ME",20,RL,122,122,6.1,6.1
05.850.947/0001-05," ","Fita de cetim com 1mm de largura",7,"MARCELO GOMES & CIA LTDA - ME",10,RL,172.4,172.4,17.24,17.24
05.850.947/0001-05," ","Fita de cetim com 2mm de largura",8,"MARCELO GOMES & CIA LTDA - ME",10,RL,335.9,335.9,33.59,33.59
05.850.947/0001-05," ","Fita de cetim com 5mm de largura",9,"MARCELO GOMES & CIA LTDA - ME",10,RL,434.6,434.6,43.46,43.46
05.850.947/0001-05," ","FITA DE RENDA",10,"MARCELO GOMES & CIA LTDA - ME",10,RL,87.7,87.7,8.77,8.77
05.850.947/0001-05," ","FITA DUPLA FACE",11,"MARCELO GOMES & CIA LTDA - ME",5,UNI,44.85,44.85,8.97,8.97
05.850.947/0001-05," ","JUTA TECIDO",12,"MARCELO GOMES & CIA LTDA - ME",50,M,503.5,503.5,10.07,10.07
05.850.947/0001-05," ","LAPIS PRETO DE ESCREVER",13,"MARCELO GOMES & CIA LTDA - ME",5,CX,244.15,244.15,48.83,48.83
05.850.947/0001-05," ","LINHA PARA CROCHÊ",14,"MARCELO GOMES & CIA LTDA - ME",25,RL,133,133,5.32,5.32
05.850.947/0001-05," ","Linha de Costura",15,"MARCELO GOMES & CIA LTDA - ME",10,CX,3060,30.6,306,3.06
05.850.947/0001-05," ","MANTA SILICONE DESFIADA",16,"MARCELO GOMES & CIA LTDA - ME",100,PCT,863,863,8.63,8.63
05.850.947/0001-05," ","MEIA PEROLA COM FUROS PARA COSTURA",17,"MARCELO GOMES & CIA LTDA - ME",20,PCT,1106.6,1106.6,55.33,55.33
05.850.947/0001-05," ","PASSA FITA",18,"MARCELO GOMES & CIA LTDA - ME",10,RL,164.7,164.7,16.47,16.47
05.850.947/0001-05," ","PEROLAS COM FUROS PARA COSTURA",19,"MARCELO GOMES & CIA LTDA - ME",20,PCT,1240,1240,62,62
05.850.947/0001-05," ","PISTOLA DE COLA QUENTE",20,"MARCELO GOMES & CIA LTDA - ME",15,UNI,388.95,388.95,25.93,25.93
05.850.947/0001-05," ","ROLO BORDADO COM PASSA FITA",21,"MARCELO GOMES & CIA LTDA - ME",15,RL,507.45,507.45,33.83,33.83
05.850.947/0001-05," ","ROLOS DE VIEIS",22,"MARCELO GOMES & CIA LTDA - ME",20,UNI,286.6,286.6,14.33,14.33
05.850.947/0001-05," ","TECIDO COM ESTAMPA NATALINA",23,"MARCELO GOMES & CIA LTDA - ME",35,M,981.05,981.05,28.03,28.03
05.850.947/0001-05," ","TECIDO DE CHITA",24,"MARCELO GOMES & CIA LTDA - ME",50,M,546,546,10.92,10.92
05.850.947/0001-05," ","TECIDO FELTRO AMARELO QUEIMADO",25,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO AZUL PISCINA",26,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","Tecido Feltro Branco Liso",27,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO CREME",28,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO ESTAMPADO",29,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO PESSEGO",30,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO ROSA BEBE",31,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","Tecido feltro Rosa Pink",32,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","TECIDO FELTRO VERDE LIMAO",33,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","Tecido feltro vermelho",34,"MARCELO GOMES & CIA LTDA - ME",15,M,250.5,250.5,16.7,16.7
05.850.947/0001-05," ","Tecido Oxford 100% poliéster cor amarelo queimado;",35,"MARCELO GOMES & CIA LTDA - ME",20,M,177.4,177.4,8.87,8.87
05.850.947/0001-05," ","Tecido Oxford 100% poliéster cor azul bebe;",36,"MARCELO GOMES & CIA LTDA - ME",20,M,177.4,177.4,8.87,8.87
05.850.947/0001-05," ","Tecido Oxford 100% poliéster cor branco;",37,"MARCELO GOMES & CIA LTDA - ME",20,M,177.4,177.4,8.87,8.87
05.850.947/0001-05," ","Tecido Oxford 100% poliéster cor laranjado;",38,"MARCELO GOMES & CIA LTDA - ME",20,M,177.4,177.4,8.87,8.87
05.850.947/0001-05," ","Tecido Oxford 100% poliéster cor rosa bebe;",39,"MARCELO GOMES & CIA LTDA - ME",20,M,177.4,177.4,8.87,8.87
