cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
02.248.312/0001-44,INDIVIDUAL," ","itensProposta_ac1589dc-5314-43b4-92fd-44d02b3f54f0.csv","CEPALAB LABORATÓRIOS LTDA",,," "
76.472.349/0001-98,INDIVIDUAL," ","itensProposta_ba51ae25-dbea-4924-b219-6c2167f0214b.csv","DIMEBRAS - DISTRIBUIDORA DE MEDICAMENTOS BRASIL LTDA",,," "
48.791.685/0001-68,INDIVIDUAL," ","itensProposta_f2f132eb-4fb3-4394-a5f8-fdb03ce12548.csv","CBS MEDICO CIENTIFCA S/A",,," "
41.414.934/0001-57,INDIVIDUAL," ","itensProposta_ffb855fa-f151-4945-a791-bbc5b22dd449.csv","VMB DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MÉDICO HOSPITALAR LTDA",,," "
43.231.355/0001-02,INDIVIDUAL," ","itensProposta_0d06f315-628e-4178-b674-79e958af9018.csv","MEDICINALE DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES",,," "
03.505.263/0001-40,INDIVIDUAL," ","itensProposta_966115a3-834c-4e63-a7c3-418160b860cb.csv","PRODUVALE PRODUTOS HOSPITALARES LTDA",,," "
06.555.143/0001-46,INDIVIDUAL," ","itensProposta_b759faf4-2caf-4ad5-869a-ab1529698d04.csv","TRADE MEDICAL COM DE MAT HOSPITALARES LTDA",,," "
23.552.212/0002-68,INDIVIDUAL," ","itensProposta_5cf96e5e-13c5-48a9-be3e-19111b11895d.csv","ROCHE DIABETES CARE BRASIL LTDA",,," "
31.378.353/0001-53,INDIVIDUAL," ","itensProposta_c3bd4d02-c48a-4499-9888-34645cce7cd9.csv","BIOANALYSIS IMPORTADORA E DISTRIBUIDORA LTDA",,," "
82.478.140/0001-34,INDIVIDUAL," ","itensProposta_fabed661-dbf0-4afc-b575-2c38fe14eb8c.csv","SALVI, LOPES & CIA. LTDA",,," "
35.748.310/0001-73,INDIVIDUAL," ","itensProposta_fe17eadc-79c6-4ddf-86ce-cfbc6dad93d5.csv","NFL ATACADISTA HOSPITALAR EIRELI",,," "
83.157.032/0001-22,INDIVIDUAL," ","itensProposta_08896f62-7bfe-44cd-9e8b-aaed10a69a10.csv","METROMED MATERIAL MEDICO HOSPITALAR",,," "
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_ed40759b-0de8-4a3e-b9ff-37f3436615e6.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",,," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_256f7561-d818-4a84-a8c3-1a60e4a5ff59.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA",,," "
36.441.185/0001-17,INDIVIDUAL," ","itensProposta_c869bbcb-3689-4e8c-9def-2a33c1eb6eb5.csv","OK BIOTECH COMERCIO E DISTRIBUIÇÃO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA EPP",,," "
06.906.357/0001-10,INDIVIDUAL," ","itensProposta_405efaa9-d509-425a-b5ff-a04c8ff7179c.csv","PRODUTOS CIRÚRGICOS SERRA DA ESTRELA LTDA.",,," "
05.343.029/0001-90,INDIVIDUAL," ","itensProposta_62d6a493-b40c-4c43-a214-8cfb3f6aa127.csv","MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA",,," "
