data,justificativa,responsavel,tipo
2022-06-28,"Registro de fornecedor remanescente do item 190","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-06-28,"alteração de valor após recebimento item 190","CLESIO SALVARO",ALTERACAO_PRECOS
2022-08-29,"REEQUILIBRIO ITEM 188","CLESIO SALVARO",ALTERACAO_PRECOS
2022-09-20,"PASSAGEM DE ITEM 110","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
