ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2021,05.848.238/0001-95,2021-07-29,2022-07-29,2021-07-29,"MARKA CONSTRUCOES E SERVICOS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",75,"contratação de empresa para a prestação de serviços de manutenção preventiva e corretiva, instalação e remoção dos sistemas elétricos e de comunicação (rede e telefonia), com fornecimento de ferramentas, alimentação e deslocamento até as unidades de trabalho, em atendimento as unidades da Rede Municipal de Saúde de Criciúma/SC."," ",83895
