cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
44.042.538/0001-34,10373827,NOTEBOOK;,1,"4INFO LTDA",58,UND,267217.02,217036,4607.19,3742
44.042.538/0001-34,10373827,NOTEBOOK;,2,"4INFO LTDA",44,UND,202716.36,164648,4607.19,3742
