cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
23.691.899/0001-31,3401019814,"usina de processamento e classificação de RSU contendo: esteira de elevação com taliscas tipo fixa com moega; funil de alimentação; esteira de separação de resíduos; mesa de triagem. Tudo dentro das especificações técnicas contidas no memorial descritiva o produto.",1,"LIPPEL ENGENHARIA E EQUIPAMENTOS EIRELI",2,UN,838684,810000,419342,405000
