data,justificativa,responsavel,tipo
2022-06-22,"TRANSFERENCIA DE ITEM 029","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-09-21,Reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
