ano,numero,dataEmissao,tipo,nomeCredor,valor
2021,4670,2021-09-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",610.06
2021,4672,2021-09-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",6839.48
2021,4671,2021-09-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",77.88
2021,4674,2021-09-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",233.64
2021,4675,2021-09-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",142.78
2021,6610,2021-10-08,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",7652.36
2021,610,2021-10-22,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",5841
2021,5222,2021-10-25,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",519.22
2021,5223,2021-10-25,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",77.88
2021,5224,2021-10-25,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",129.8
2021,5225,2021-10-25,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",568.14
2021,5226,2021-10-25,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",9508.38
2021,6994,2021-10-28,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",6053.84
2021,7205,2021-11-08,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",7772.42
2021,5558,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",8922.28
2021,5559,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",38.94
2021,5560,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",64.9
2021,5561,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",454.3
2021,5562,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",934.56
2021,5563,2021-11-12,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",64.9
2021,7434,2021-11-22,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",3269.62
2021,7443,2021-11-22,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",21454.88
2021,5956,2021-12-03,Empenhar,"DISTRIBUIDORA POLAR ÁGUA LTDA - ME",29.49
