data,justificativa,responsavel,tipo
2021-12-20,Reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
2022-05-02,"registro de fornecedor remanescente","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-05-02,"ajuste de preço após recebimento do item 70","CLESIO SALVARO",ALTERACAO_PRECOS
