data,justificativa,responsavel,tipo
2022-05-24,"Chamamento do remanescente segundo classificado","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-05-24,"Alteração de preço após recebimento de item","CLESIO SALVARO",ALTERACAO_PRECOS
2022-06-24,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2022-06-24,"PASSAGEM DE ITEM 042","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-06-24,"PASSAGEM DE ITEM 108","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-06-27,"Passagem de item 063","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-06-27,"alteração de preço após recebimento de item 063","CLESIO SALVARO",ALTERACAO_PRECOS
2022-09-09,"PASSAGEM DE ITEM 065","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-09-09,"REEQUILIBRIO APOS PASSAGEM DE ITEM 065","CLESIO SALVARO",ALTERACAO_PRECOS
