ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2021,08.432.848/0001-00,2021-09-17," ",2021-09-17,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",239,"Realização de reforma da identificação visual das unidades policiais de Criciúma-SC, sendo: plotagem de viaturas (remoção e nova aplicação); manutenção e reforma de placas, pedestal, troca de lona e pintura (DRP/CIRETRAN – DIC – CRPP – DPCAMI – 1º e 2º DPs; Backdrop (logo polícia/fotos); e Comunicação interna em placas de PVC, de acordo com os manuais de identidade visual da polícia civil do Estado de Santa Catarina. (Convênio: PMC SSP TRÂNSITO)."," ",56300
