data,justificativa,responsavel,tipo
2022-02-08,"Transferencia dos itens: 151,186 e 187","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-02-08,"Alteração de preços dos itens 153,185,188 e 189","CLESIO SALVARO",ALTERACAO_PRECOS
