ano,numero,dataEmissao,tipo,nomeCredor,valor
2021,6657,2021-10-13,Empenhar,"ASAPBRASIL COMERCIO DE EQUIPAMENTOS EIRELI",435
2022,3839,2022-06-15,Empenhar,"ARP RESGATE COM. DE EQUIP. MED. E DE SEGURANÇA EIR",7060
2022,6208,2022-09-30,Empenhar,"ARP RESGATE COM. DE EQUIP. MED. E DE SEGURANÇA EIR",17100
