data,justificativa,responsavel,tipo
2022-06-22,"TRANSFERENCIA DE ITEM 029","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-06-22,"ALTERAÇÃO DE PREÇO APOS RECEBIMENTO","CLESIO SALVARO",ALTERACAO_PRECOS
