ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2022,15.129.617/0001-89,2022-02-28," ",2022-02-28,"DAVANTI ENGENHARIA LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",48,"Contratação dos serviços técnicos especializados para elaboração de projeto urbanístico e executivo de calçadas acessíveis e ciclovias na rodovia Luiz Rosso e ruas Mansueto Luiz Rosso, Pompeu Rosso Menegon e Paulo Dalpont, localizadas no bairro Quarta Linha; ruas Lucas Peruchi e rua João Batista Carneiro, localizadas no bairro São Defende; ruas Manoel João Machado e 150 e avenida dos Imigrantes, localizadas no distrito do Rio Maina. Todas estas no município de Criciúma – SC."," ",80944.11
