cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
07.562.175/0001-31,10384277,"Acesso à Internet, do tipo banda larga ( 11 PONTOS)",1,"CONTATO INTERNET EIRELI",12,MES,21635.88,10800,1802.99,900
07.562.175/0001-31,10384278,"Acesso à Internet, do tipo banda larga ( 17 PONTOS)",2,"CONTATO INTERNET EIRELI",12,MES,33437.28,18000,2786.44,1500
07.562.175/0001-31,10384279,"Acesso à Internet, do tipo banda larga ( 16 PONTOS)",3,"CONTATO INTERNET EIRELI",12,MES,31470.36,17040,2622.53,1420
07.562.175/0001-31,10384280,"Acesso à Internet, do tipo banda larga ( 14 PONTOS).",4,"CONTATO INTERNET EIRELI",12,MES,27536.64,21000,2294.72,1750
07.562.175/0001-31,10384281,"Acesso à Internet, do tipo banda larga ( 11 PONTOS);",5,"CONTATO INTERNET EIRELI",12,MES,21635.88,18000,1802.99,1500
