cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
03.652.030/0003-32,38745,"Alendronato de sódio 70mg, blister com 4cpr.",19,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",25000,COMP,6250,5125,0.25,0.205
03.652.030/0003-32,38747,"Aminofilina 100mg, em blister.",21,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",2000,COMP,180,180,0.09,0.09
03.652.030/0003-32,38773,"Captopril 25mg cpr, em blister.",54,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",1500000,COMP,90000,44700,0.06,0.0298
03.652.030/0003-32,38781,"Carvedilol 25 mg cpr, em blister.",62,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",250000,COMP,57500,37500,0.23,0.15
03.652.030/0003-32,38784,"Cefalexina 500mg, capsula ou comprimido, em blister.",65,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",80000,CAP/C,33600,26400,0.42,0.33
03.652.030/0003-32,38788,"Cinarizina 75mg cpr, em blister.",71,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",250000,COMP,85000,62500,0.34,0.25
03.652.030/0003-32,38797,"Clopidogrel 75mg comprimido revestido, em blister.",80,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",280000,COMP,120400,81200,0.43,0.29
03.652.030/0003-32,3401019788,"Dexametasona 0,1% creme, bisnaga 10g.",92,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",30000,bis,38100,26400,1.27,0.88
03.652.030/0003-32,38814,"Diclofenaco sódico 50mg cpr, em blister.",99,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",600000,COMP,48000,31200,0.08,0.052
03.652.030/0003-32,38815,"Digoxina 0,25mg cpr, em blister.",100,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",250000,COMP,30000,30000,0.12,0.12
03.652.030/0003-32,38844,"Fluconazol 150mg capsula.",129,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",75000,CPLA,40500,25500,0.54,0.34
03.652.030/0003-32,38874,"Isossorbida, mononitrato 40mg cpr, em blister.",159,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",300000,COMP,102000,102000,0.34,0.34
03.652.030/0003-32,38917,"Neomicina 5mg + Bacitracina 250 UI/g pomada, bisnaga 10g.",204,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",25000,BIS,59500,37250,2.38,1.49
03.652.030/0003-32,38918,"Nifedipino 10mg cpr, em blister.",205,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",300000,COMP,51000,51000,0.17,0.17
03.652.030/0003-32,38932,"Paracetamol 500mg  blister com 10 comprimidos ou acondiciona",219,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",2400000,COMP,288000,187200,0.12,0.078
03.652.030/0003-32,38934,"Permetrina 50mg/mL loção, frasco 60ml.",221,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",6000,FR.,21060,15600,3.51,2.6
03.652.030/0003-32,38952,"Sinvastatina 20mg cpr, em blister.",238,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",1800000,COMP,198000,126000,0.11,0.07
03.652.030/0003-32,39286,"SULFATO FERROSO- EQUIVALENTE A 40MG DE FERRO ELEMENTAR- em b",248,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",900000,COMP,45000,27000,0.05,0.03
03.652.030/0003-32,38973,"Vitaminas do Complexo B cpr ( B3 16mg, B5 5mg, B6 1,3mg, B2",260,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",600000,COMP,36000,20400,0.06,0.034
02.814.497/0007-00,38729,"Aciclovir 200 mg cpr, em blister.",2,"CIMED INDUSTRIA S.A.",220000,COMP,52800,33000,0.24,0.15
02.814.497/0007-00,3401019709,"Amoxicilina 250mg/5mL (50mg/ml) suspensão oral, acompanha copo-medida, 60ml após reconstituição.",26,"CIMED INDUSTRIA S.A.",15000,FRA,55200,29700,3.68,1.98
02.814.497/0007-00,38826,"Enalapril, maleato 20mg cpr, em blister.",111,"CIMED INDUSTRIA S.A.",1200000,COMP,84000,57600,0.07,0.048
02.814.497/0007-00,38827,"Enalapril, maleato 5mg cpr, em blister.",112,"CIMED INDUSTRIA S.A.",300000,COMP,27000,15000,0.09,0.05
02.814.497/0007-00,38842,"Finasterida 5 mg cpr, em blister.",127,"CIMED INDUSTRIA S.A.",100000,COMP,49000,31000,0.49,0.31
02.814.497/0007-00,38895,"Loratadina 1mg/mL xarope, frasco de 60ml.",181,"CIMED INDUSTRIA S.A.",10000,FR.,30600,18600,3.06,1.86
02.814.497/0007-00,38930,"Oxido de zinco 25% (Pasta d´agua). Embalagem com 80g a 100g,",217,"CIMED INDUSTRIA S.A.",4000,BIS,26480,22000,6.62,5.5
02.814.497/0007-00,38953,"Sinvastatina 40 mg cpr, em blister.",239,"CIMED INDUSTRIA S.A.",1500000,COMP,240000,186000,0.16,0.124
23.228.076/0001-74,38739,"Adenosina 3mg/mL, injetável, ampola 2ml.",13,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",1500,AMP,15780,14025,10.52,9.35
23.228.076/0001-74,3401019707,"Epinefrina 1mg/mL (adrenalina), injetável, ampola 1ml",14,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",2000,AM,4120,3138,2.06,1.569
23.228.076/0001-74,38759,"Atropina 0,25mg/mL, injetável, ampola 1ml.",33,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",1000,AMP,1010,863,1.01,0.863
23.228.076/0001-74,38766,"Bicarbonato de sódio 8,4%, injetável, ampola 10ml.",43,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",600,AMP,558,419.4,0.93,0.699
23.228.076/0001-74,38794,"Clonidina 0,1mg cpr, em blister.",77,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",1000,COMP,290,202,0.29,0.202
23.228.076/0001-74,38795,"Clonidina 0,2mg cpr, em blister.",78,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",2000,COMP,780,626,0.39,0.313
23.228.076/0001-74,38796,"Clonidina 0,15mg cpr, em blister.",79,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",2000,COMP,660,504,0.33,0.252
23.228.076/0001-74,3401019783,"Cloranfenicol + aminoácidos + metionina + retinol, bisnaga 3,5g.",81,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",360,bis,4629.6,3743.64,12.86,10.399
23.228.076/0001-74,38806,"Clorpromazina, cloridrato 5mg/mL, injetável, ampola 5ml.",90,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",1000,AMP,2510,2449,2.51,2.449
23.228.076/0001-74,3401019793,"Dimenidrinato 30 mg + piridoxina, cloridrato 50 mg + dextrose 1000 mg + d-frutose 1000 mg injetável Endovenoso (EV), ampola 10ml.",102,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",4000,AM,20000,10356,5,2.589
23.228.076/0001-74,38841,"Fentanila 0,05mg/ml, injetável, ampola 2mL.",125,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",1500,AMP,4485,3433.5,2.99,2.289
23.228.076/0001-74,38854,"Glicose 50%, ampola 10ml.",139,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",2000,AMP,1900,1172,0.95,0.586
23.228.076/0001-74,36873,"GLICONATO DE CÁLCIO 10% 10 ML",140,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",400,AMP,924,759.6,2.31,1.899
23.228.076/0001-74,38857,"Haloperidol 5mg cpr.",142,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",250000,COMP,67500,52250,0.27,0.209
23.228.076/0001-74,38858,"Haloperidol 5mg/mL, injetável, ampola 1ml.",143,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",3000,AMP,5850,5850,1.95,1.95
12.889.035/0001-02,3401019706,"Ácido tranexâmico 50mg/ml amp 5ml.",9,"INOVAMED HOSPITALAR LTDA",3000,AM,16680,12750,5.56,4.25
12.889.035/0001-02,33710,"Ácido Valproico 50mg/mL xarope com copo- medida 100ml",12,"INOVAMED HOSPITALAR LTDA",8000,FR.,40240,28000,5.03,3.5
12.889.035/0001-02,38750,"Amiodarona, cloridrato 50mg/mL, injetável, ampola 3ml.",24,"INOVAMED HOSPITALAR LTDA",1500,AMP,4230,2650.5,2.82,1.767
12.889.035/0001-02,38849,"Furosemida 10mg/mL injetável, ampola 2ml.",134,"INOVAMED HOSPITALAR LTDA",8000,AMP,9760,7920,1.22,0.99
12.889.035/0001-02,38873,"Isossorbida, mononitrato 20mg cpr, em blister.",158,"INOVAMED HOSPITALAR LTDA",720000,COMP,144000,136800,0.2,0.19
12.889.035/0001-02,38898,"Metformina 500mg cpr, em blister.",184,"INOVAMED HOSPITALAR LTDA",1500000,COMP,180000,104850,0.12,0.0699
12.889.035/0001-02,38938,"Prednisolona 3mg/mL solução oral, com copo medida, frasco 60",225,"INOVAMED HOSPITALAR LTDA",12000,FR.,46680,40800,3.89,3.4
12.889.035/0001-02,38956,"Sulfadiazina de prata 1% pomada, pote com 400g.",242,"INOVAMED HOSPITALAR LTDA",600,POT,25110,23399.94,41.85,38.9999
12.889.035/0001-02,38965,"Tiamina 300 mg cpr, em blister.",252,"INOVAMED HOSPITALAR LTDA",12000,COMP,3960,2278.8,0.33,0.1899
41.365.113/0001-78,38746,"Alopurinol 100mg cpr, em blister.",20,"NOVA MEDICAMENTOS LTDA",600000,COMP,132000,77940,0.22,0.1299
41.365.113/0001-78,33725,"BENZILPENICILINA BENZATINA 1.200.000 UI.",40,"NOVA MEDICAMENTOS LTDA",12000,FR/AM,112320,64798.8,9.36,5.3999
41.365.113/0001-78,3401019767,"Bromidrato de fenoterol 5mg/mL solução para inalação, frrasco 20ml.",49,"NOVA MEDICAMENTOS LTDA",2000,FR,12000,11999.8,6,5.9999
