cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
21.504.525/0001-34,INDIVIDUAL," ","itensProposta_79b21475-20de-4af0-9081-fecedbf8d90e.csv","DENTAL PRIME - PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES - EIRELI","EDUARDO MARCELINO BALAN","EDUARDO MARCELINO BALAN"," "
05.286.960/0001-83,INDIVIDUAL," ","itensProposta_cfad34cc-256c-497c-994b-bb539f1263b1.csv","V. S. COSTA & CIA LTDA","JOSÉ ALVES DE OLIVEIRA","JOSÉ ALVES DE OLIVEIRA"," "
35.215.257/0001-45,INDIVIDUAL," ","itensProposta_8d79b9b9-79d5-46ff-920e-a6c017c6bcde.csv","DENTAL PREMIUM LTDA","PETERSON LUIZ BATISTA","PETERSON LUIZ BATISTA"," "
02.375.705/0001-19,INDIVIDUAL," ","itensProposta_bf32db26-0b27-4789-bca4-63ad143f8e10.csv","DENTAL SUL AMERICA COMERCIAL LTDA","SERGIO MIGUEL SKRZYPIEC","SERGIO MIGUEL SKRZYPIEC"," "
35.626.812/0001-21,INDIVIDUAL," ","itensProposta_6cfa9caa-694a-4022-968c-3e63c46cd470.csv","ATLANTICO BC PRODUTOS PARA SAUDE - EIRELI","JULIO CEZAR TONDOLO","JULIO CEZAR TONDOLO"," "
05.948.061/0001-07,INDIVIDUAL," ","itensProposta_36c9e9f2-5894-4538-b361-6490898ff1bf.csv","ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA","LUIZ HENRIQUE ALBERTON","LUIZ HENRIQUE ALBERTON"," "
05.763.509/0001-00,INDIVIDUAL," ","itensProposta_9fb5bfbb-ace5-4a44-bd22-30f862639bbc.csv","ALG RIO COMERCIO DE PRODUTOS EIRELI","ANTONIO DE AZEVEDO JORGE JUNIOR","ANTONIO DE AZEVEDO JORGE JUNIOR"," "
05.850.947/0001-05,INDIVIDUAL," ","itensProposta_3c0dc18f-5aa8-41d7-ad53-b9462c99d8a9.csv","MARCELO GOMES & CIA LTDA","PEDRA FELISBERTO GOMES","PEDRA FELISBERTO GOMES"," "
83.802.215/0001-53,INDIVIDUAL," ","itensProposta_f2e50a54-12d4-4a38-806a-a6b0bc8fd2d6.csv","OLSEN INDUSTRIA E COMERCIO S/A","JOICE MARIA MACHADO","JOICE MARIA MACHADO"," "
11.776.334/0001-78,INDIVIDUAL," ","itensProposta_a43ace64-b02d-4236-8eae-2ea1685104fc.csv","DENTAL SHOW - COMERCIO DE PRODUTOS ODONTOLOGICOS E","GEISSON LUIS DE PAULA","GEISSON LUIS DE PAULA"," "
05.021.932/0001-34,INDIVIDUAL," ","itensProposta_a429123b-7406-4c4e-99b4-1caec83f9398.csv","MF DE ALMEIDA & CIA. LTDA","BRUNO CESAR DE CARVALHO ALVES","BRUNO CESAR DE CARVALHO ALVES"," "
41.972.287/0001-07,INDIVIDUAL," ","itensProposta_a4ce3de2-f52b-4170-a95d-c32bc1e837a0.csv","ORION DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA","NEI MONGELOS BAHI","NEI MONGELOS BAHI"," "
34.412.925/0001-61,INDIVIDUAL," ","itensProposta_621b920f-3949-4496-a81a-ee68b84ab6a1.csv","ATHENA COMERCIO DE PRODUTOS ODONTOLOGICOS MEDICOS E HOSPITALARES - EIRELI","WILLIAN RONALDO SANTOS","WILLIAN RONALDO SANTOS"," "
10.633.441/0001-84,INDIVIDUAL," ","itensProposta_1c89f032-df12-4c93-9621-e626fba1de92.csv","FUSAO COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA","ROBERTO FERRARINI","ROBERTO FERRARINI"," "
