data,justificativa,responsavel,tipo
2021-12-27,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2022-06-23,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
