cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
14.641.760/0001-92,0,,1,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,464.52,443.32,232.26,221.66
14.641.760/0001-92,0,,2,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,493.76,470.72,246.88,235.36
14.641.760/0001-92,0,,3,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",6,,351.96,321.6,58.66,53.6
14.641.760/0001-92,0,,4,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",5,,51.15,44.3,10.23,8.86
14.641.760/0001-92,0,,5,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,16.98,14.04,8.49,7.02
14.641.760/0001-92,0,,6,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,168.4,159.54,84.2,79.77
14.641.760/0001-92,0,,7,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,14.04,11.44,7.02,5.72
14.641.760/0001-92,0,,8,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,68.1,57.09,22.7,19.03
14.641.760/0001-92,0,,9,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,276.38,257.38,138.19,128.69
14.641.760/0001-92,0,,10,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,237.92,223.78,118.96,111.89
14.641.760/0001-92,0,,11,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,12.42,8.22,6.21,4.11
14.641.760/0001-92,0,,12,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,52.92,44.4,17.64,14.8
14.641.760/0001-92,0,,13,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,51.15,45.06,17.05,15.02
14.641.760/0001-92,0,,14,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,230.08,215.88,115.04,107.94
14.641.760/0001-92,0,,15,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,13.78,10.68,6.89,5.34
14.641.760/0001-92,0,,16,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,74.3,68.24,37.15,34.12
14.641.760/0001-92,0,,17,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,19.44,13.05,6.48,4.35
14.641.760/0001-92,0,,18,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",15,,82.65,61.65,5.51,4.11
14.641.760/0001-92,0,,19,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,26.91,23.16,8.97,7.72
14.641.760/0001-92,0,,20,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,435.58,418.88,217.79,209.44
14.641.760/0001-92,0,,21,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",10,,60.5,48.7,6.05,4.87
14.641.760/0001-92,0,,22,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,35.66,30.24,17.83,15.12
14.641.760/0001-92,0,,23,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,69.64,60.3,34.82,30.15
14.641.760/0001-92,0,,24,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,35.56,30.1,17.78,15.05
14.641.760/0001-92,0,,25,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,56.4,50.31,18.8,16.77
14.641.760/0001-92,0,,26,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",5,,66.7,49.7,13.34,9.94
14.641.760/0001-92,0,,27,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",20,,197.8,141,9.89,7.05
14.641.760/0001-92,0,,28,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",15,,194.25,150,12.95,10
14.641.760/0001-92,0,,29,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",10,,49.8,38.4,4.98,3.84
14.641.760/0001-92,0,,30,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",15,,102.15,74.85,6.81,4.99
14.641.760/0001-92,0,,31,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",10,,76.8,51,7.68,5.1
14.641.760/0001-92,0,,32,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",1,,233.02,223.93,233.02,223.93
14.641.760/0001-92,0,,33,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",5,,23.5,19.4,4.7,3.88
14.641.760/0001-92,0,,34,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",80,,1268,1152,15.85,14.4
14.641.760/0001-92,0,,35,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",50,,2102,1967.5,42.04,39.35
14.641.760/0001-92,0,,36,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",4,,911,827.52,227.75,206.88
14.641.760/0001-92,0,,37,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,771.9,703.1,385.95,351.55
14.641.760/0001-92,0,,38,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",8,,949.92,846.16,118.74,105.77
14.641.760/0001-92,0,,39,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,495.64,451.3,247.82,225.65
14.641.760/0001-92,0,,40,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,13.34,10.34,6.67,5.17
14.641.760/0001-92,0,,41,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",4,,72.12,66.2,18.03,16.55
14.641.760/0001-92,0,,42,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",4,,72.12,62.56,18.03,15.64
14.641.760/0001-92,0,,43,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,15.2,11.94,7.6,5.97
14.641.760/0001-92,0,,44,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,125.36,112.56,62.68,56.28
14.641.760/0001-92,0,,45,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",4,,24.48,21.64,6.12,5.41
14.641.760/0001-92,0,,46,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",15,,80.1,70.35,5.34,4.69
14.641.760/0001-92,0,,47,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",6,,51.6,41.7,8.6,6.95
14.641.760/0001-92,0,,48,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",3,,743.01,676.65,247.67,225.55
14.641.760/0001-92,0,,49,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",10,,59,50.5,5.9,5.05
14.641.760/0001-92,0,,50,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,38.62,32.28,19.31,16.14
14.641.760/0001-92,0,,51,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",2,,25.22,21.04,12.61,10.52
14.641.760/0001-92,0,,52,"ELIONMAC COMERCIO MANUTENÇÃO E CAPACITAÇÃO LTDA",4,,71.64,56,17.91,14
