data,justificativa,responsavel,tipo
2022-06-24,REEQUILÍBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2022-06-27,"Passagem de item n° 08","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-06-27,"alteração de valor após recebimento item 08","CLESIO SALVARO",ALTERACAO_PRECOS
2022-07-11,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
