cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
08.786.577/0001-82,INDIVIDUAL," ","itensProposta_5b9df242-9d82-40a9-9b7e-8db8c6d4317f.csv","MS PRESTACAO DE SERVICOS E MANUTENCAO LTDA",,," "
35.653.808/0001-52,INDIVIDUAL," ","itensProposta_17f427c8-3157-431e-892f-9fef80f67723.csv","ASCARI CONSTRUCOES LTDA",,," "
19.858.793/0001-02,INDIVIDUAL," ","itensProposta_a4184b29-1735-4996-9d5f-28a3886a8fb4.csv","RTM RINCAO TERRAPLANAGEM E MAO DE OBRA EIRELI",,," "
13.847.699/0001-71,INDIVIDUAL," ","itensProposta_0ca4fdef-3507-4759-8494-dcef09023324.csv","B & B TERRAPLANAGEM LTDA",,," "
01.490.849/0001-53,INDIVIDUAL," ","itensProposta_f7c00e8f-e390-4e68-a5a5-ac6e910c1634.csv","CREMA CONSTRUCOES LTDA",,," "
05.848.238/0001-95,INDIVIDUAL," ","itensProposta_0b00af04-d29d-4dee-9852-c5acf5ba8a18.csv","MARKA CONSTRUÇÕES E SERVIÇOS LTDA ME",,," "
23.229.442/0001-00,INDIVIDUAL," ","itensProposta_5b6f92a6-a0ce-429b-b930-c80c9acd174e.csv","D7 EMPREENDIMENTOS E CONSTRUCOES LTDA",,," "
00.196.198/0001-20,INDIVIDUAL," ","itensProposta_607a2a16-67a3-47e2-a2fc-333d31e98e2f.csv","AFM ARTEFATOS DE CIMENTO LTDA",,," "
23.352.445/0001-36,INDIVIDUAL," ","itensProposta_0ab4ce61-70c4-4e9d-835e-1f98ccdb1c92.csv","AMVT CONSTRUÇÕES LTDA",,," "
79.382.412/0001-93,INDIVIDUAL," ","itensProposta_d5b2fb2b-f287-461a-a560-494c80fd24aa.csv","CONSTRUTORA NUNES LTDA",,," "
35.060.552/0001-70,INDIVIDUAL," ","itensProposta_3e7f67bb-49a3-4724-bbe3-9d536d7d75da.csv","RD CONSTRUCOES LTDA",,," "
