data,justificativa,responsavel,tipo
2022-04-28,"Empresa pediu reequilíbrio do item 195, no qual foi negado pela secretaria da fazenda. Sendo assim foi transferido para o segundo colocado.","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-07-01,Reequilíbrio,"CLESIO SALVARO",ALTERACAO_PRECOS
