cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
17.281.222/0001-22,3401020745,"QUEIJO MUSSARELA, SEM LACTOSE, RALADO, 150 G - NAS ESCOLAS",60,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",190,KG,12334.8,12327.2,64.92,64.88
17.281.222/0001-22,3401020746,"FILÉ DE TILÁPIA, CONGELADO - NAS ESCOLAS",65,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",680,KG,140705.6,35088,51.73,51.6
17.281.222/0001-22,10373491,"ALHO - NAS ESCOLAS",80,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",756,KG,96707.52,24161.76,31.98,31.96
17.281.222/0001-22,10373491,"ALHO - NAS ESCOLAS",81,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",2268,KG,96707.52,72485.28,31.98,31.96
17.281.222/0001-22,3401020759,"MAMÃO FORMOSA - NAS ESCOLAS",82,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID",7508,KG,58036.84,57886.68,7.73,7.71
19.211.503/0001-34,3401020713,"DOCE DE FRUTAS SORTIDO - NAS ESCOLAS",28,"FRANBIFF COMERCIO E TRANSPORTES LTDA",1150,KG,95680,23287.5,20.8,20.25
19.211.503/0001-34,3401020713,"DOCE DE FRUTAS SORTIDO - NAS ESCOLAS",29,"FRANBIFF COMERCIO E TRANSPORTES LTDA",3450,KG,95680,69862.5,20.8,20.25
19.211.503/0001-34,3401020715,"DOCE DE LEITE - NAS ESCOLAS",31,"FRANBIFF COMERCIO E TRANSPORTES LTDA",1108,KG,24708.4,21273.6,22.3,19.2
19.211.503/0001-34,3401020737,"ÓLEO DE SOJA, 900 ML - NAS ESCOLAS",49,"FRANBIFF COMERCIO E TRANSPORTES LTDA",4422,UNID,236528.67,49172.64,13.37,11.12
19.211.503/0001-34,10376666,"SAL IODADO - NA CENTRAL",55,"FRANBIFF COMERCIO E TRANSPORTES LTDA",2068,KG,5480.2,5170,2.65,2.5
23.595.412/0001-17,10376670,"COXA E SOBRECOXA DE FRANGO, SEM OSSO E SEM PELE, CONGELADA - NAS ESCOLAS",61,"ARX COMERCIO DE ALIMENTOS LTDA - ME",10393,KG,1010223.9,206820.7,24.3,19.9
23.595.412/0001-17,10376670,"COXA E SOBRECOXA DE FRANGO, SEM OSSO E SEM PELE, CONGELADA - NAS ESCOLAS",62,"ARX COMERCIO DE ALIMENTOS LTDA - ME",31180,KG,1010223.9,620482,24.3,19.9
23.595.412/0001-17,10373487,"FILÉ DE FRANGO CONGELADO (SASSAMI) - NAS ESCOLAS",63,"ARX COMERCIO DE ALIMENTOS LTDA - ME",26314,KG,2636687.85,484177.6,25.05,18.4
23.595.412/0001-17,10373487,"FILÉ DE FRANGO CONGELADO (SASSAMI) - NAS ESCOLAS",64,"ARX COMERCIO DE ALIMENTOS LTDA - ME",78943,KG,2636687.85,1452551.2,25.05,18.4
27.238.756/0001-20,10376632,"AÇÚCAR REFINADO - NA CENTRAL",2,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",11877,KG,73874.94,71024.46,6.22,5.98
27.238.756/0001-20,3401020699,"AÇÚCAR REFINADO - NAS ESCOLAS",3,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",9526,KG,221776.92,55155.54,5.82,5.79
27.238.756/0001-20,3401020699,"AÇÚCAR REFINADO - NAS ESCOLAS",4,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",28580,KG,221776.92,165478.2,5.82,5.79
27.238.756/0001-20,3401020701,"BISCOITO MARIA AVEIA E MEL, SEM LACTOSE, 400 G - NAS ESCOLAS",6,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",1481,KG,147878.65,35973.49,24.95,24.29
27.238.756/0001-20,3401020701,"BISCOITO MARIA AVEIA E MEL, SEM LACTOSE, 400 G - NAS ESCOLAS",7,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",4446,KG,147878.65,107993.34,24.95,24.29
27.238.756/0001-20,3401020704,"BISCOITO MARIA INTEGRAL, SEM LACTOSE, 400 G - NAS ESCOLAS",12,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",1544,KG,165975.99,40437.36,26.87,26.19
27.238.756/0001-20,3401020704,"BISCOITO MARIA INTEGRAL, SEM LACTOSE, 400 G - NAS ESCOLAS",13,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",4633,KG,165975.99,121338.27,26.87,26.19
