data,justificativa,responsavel,tipo
2022-03-16,"Precisa mandar com urgência para as escolas","MAURICIO BACIS GUGLIELMI",RECEBIMENTO_POR_TRANSF
2022-06-14,"CANCELAMENTO DE FORNECEDOR E PASSAGEM DE ITEM.","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2022-06-30,Reequilíbrio,"CLESIO SALVARO",ALTERACAO_PRECOS
