data,justificativa,responsavel,tipo
2022-07-11,"Os itens 11,12 e 13 serão transferidos para o segundo colocado.","CLESIO SALVARO",CANCELAMENTO
2022-08-03,"Item 14 será enviado para o segundo colocado","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
