data,justificativa,responsavel,tipo
2022-03-16,"Precisa mandar com urgência para as escolas","MAURICIO BACIS GUGLIELMI",TRANSF_PARA_OUTRA_ATA
2022-05-12,reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
