cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
08.432.848/0001-00," ","ENVELOPES GRANDES",7,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",2500,UNI,1725,1125,0.69,0.45
08.432.848/0001-00," ","ENVELOPES MÉDIOS",8,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",2500,UNI,1150,800,0.46,0.32
08.432.848/0001-00," ","BANNERS 100x200",14,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",30,UNI,2263.5,2010,75.45,67
08.432.848/0001-00," ","BANNERS  90X120",15,"ALFA PRINT SUBLIMACAO EDITORA E GRAFICA LTDA",30,UNI,2400,1455,80,48.5
83.662.387/0001-79," ","FOLDERS 21 x 20",1,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",10000,UNI,6300,4400,0.63,0.44
83.662.387/0001-79," ","FOLDERS 30 X 21",2,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",5000,UNI,3450,2550,0.69,0.51
83.662.387/0001-79," ","FOLDERS 30 X 21",3,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",30000,UNI,7200,3600,0.24,0.12
83.662.387/0001-79," ","IMPRESSOS - 15X21 - 10 MODELOS",4,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",10000,UNI,5000,3300,0.5,0.33
83.662.387/0001-79," ","CARTAZES - 64x46 - 5 modelos",5,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",2000,UNI,4540,2980,2.27,1.49
83.662.387/0001-79," ","ENVELOPES PEQUENOS",9,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",2000,UNI,940,520,0.47,0.26
83.662.387/0001-79," ","CARTILHAS - A5 - 44 Páginas + capa",10,"GRÁFICA E EDITORA SANTO ANTONIO LTDA",2500,UNI,13525,5925,5.41,2.37
06.286.545/0001-92," ","FAIXA - Faixa 300x70",11,"GALATAS MIDIAS E EVENTOS LTDA",25,UNI,2881.25,1861.75,115.25,74.47
06.286.545/0001-92," ","ADESIVO - Adesivo 50x40",12,"GALATAS MIDIAS E EVENTOS LTDA",25,UNI,823.75,431.25,32.95,17.25
14.292.313/0001-75," ","PASTA - sem bolso",6,"POLIMPRESSOS SERVIÇOS GRÁFICOS LTDA",3000,UNI,4950,2670,1.65,0.89
66.605.734/0001-02," ","BLOCOS F.A.F",13,"CONTIPLAN TECNLOGIA GRÁFICA LTDA",2000,BLC,50000,25000,25,12.5
