cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
83.157.032/0001-22,INDIVIDUAL," ","itensProposta_4bb7dc84-1e78-4cbb-9192-3bfc6e81c74d.csv","METROMED MATERIAL MEDICO HOSPITALAR","JEFFERSON MENDES","JEFFERSON MENDES"," "
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_989909ba-1760-4814-a9ec-20f1f06c2f96.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","JOSÉ CARLOS MALKOWSKI","JOSÉ CARLOS MALKOWSKI"," "
78.742.491/0001-33,INDIVIDUAL," ","itensProposta_bb83cabc-77b0-44ac-a3f5-7a306eb2fb85.csv","JOAOMED COMERCIO DE MATERIAIS CIRURGICOS S/A","LUCAS DA SILVA","LUCAS DA SILVA"," "
85.101.731/0001-86,INDIVIDUAL," ","itensProposta_360ec6aa-e268-4355-95c4-7abbb52e376f.csv","RARIDADE INDUSTRIA QUIMICA LTDA","ENIVALDO JOSE GAVA","ENIVALDO JOSE GAVA"," "
49.520.521/0001-69,INDIVIDUAL," ","itensProposta_f88e1095-bf8c-4467-9110-99a8001298c8.csv","INTERMED EQUIPAMENTO MEDICO HOSPITALAR LTDA",,," "
05.948.061/0001-07,INDIVIDUAL," ","itensProposta_4f07bbf5-900a-4f9a-b253-cbfa53ad1b18.csv","ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA","LUIZ HENRIQUE ALBERTON","LUIZ HENRIQUE ALBERTON"," "
06.555.143/0001-46,INDIVIDUAL," ","itensProposta_7c2e143d-2c96-4ff9-a482-25b977ae4423.csv","TRADE MEDICAL COM DE MAT HOSPITALARES LTDA","CELIO JOSÉ MACIEL","CELIO JOSÉ MACIEL"," "
03.505.263/0001-40,INDIVIDUAL," ","itensProposta_c2fe9e68-a974-44eb-b07b-a5c99cba0e55.csv","PRODUVALE PRODUTOS HOSPITALARES LTDA","MARCOS ANTONIO GUGELMIN VELHO","MARCOS ANTONIO GUGELMIN VELHO"," "
85.247.385/0001-49,INDIVIDUAL," ","itensProposta_4da96667-6715-467d-a66f-b81fd86d1b65.csv","PROSAUDE DISTRIBUIDORA DE MEDICAMENTOS  EIRELI","ALTAIR GIORDANI","ALTAIR GIORDANI"," "
02.881.877/0001-64,INDIVIDUAL," ","itensProposta_d2894f6c-195e-4f0c-b5c4-6a4030c17bc6.csv","POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA","RICARDO JANNING PRAZERES","RICARDO JANNING PRAZERES"," "
12.889.035/0001-02,INDIVIDUAL," ","itensProposta_9014be3d-b75d-453a-9f8d-e890e73311b4.csv","INOVAMED HOSPITALAR LTDA","ADRIANO ROCHA","ADRIANO ROCHA"," "
11.145.401/0001-56,INDIVIDUAL," ","itensProposta_5c864247-17da-4b5e-afe2-ae543caeae9f.csv","L A DALLA PORTA JUNIOR","JULIO CESAR TONDOLO","JULIO CESAR TONDOLO"," "
18.712.730/0001-80,INDIVIDUAL," ","itensProposta_1566d783-5603-4ef0-aaba-13cf02ef81e2.csv","MAYCON WILL EIRELI - ME","LUIZ FERNANDO DE OLIVEIRA","LUIZ FERNANDO DE OLIVEIRA"," "
05.531.725/0001-20,INDIVIDUAL," ","itensProposta_97debd2f-a8d1-4a36-abc9-7c10fd618864.csv","SOMA/SC PRODUTOS HOSPITALARES LTDA","FABIO SILVEIRA MARCELINO","FABIO SILVEIRA MARCELINO"," "
11.768.299/0001-45,INDIVIDUAL," ","itensProposta_f5e63e34-6b5e-487c-ad38-4aca34040afb.csv","COMEPI PRODUTOS COMERCIAIS LTDA","ANTONIO DE AZEVEDO JORGE JUNIOR","ANTONIO DE AZEVEDO JORGE JUNIOR"," "
11.776.334/0001-78,INDIVIDUAL," ","itensProposta_cac170f7-92ac-446d-823e-8dd2c0ae51d9.csv","DENTAL SHOW - COMERCIO DE PRODUTOS ODONTOLOGICOS E","GEISSON LUIS DE PAULA","GEISSON LUIS DE PAULA"," "
10.238.563/0001-76,INDIVIDUAL," ","itensProposta_36c63386-7a50-4b11-8eac-32ab298bcd32.csv","AAMED COMERCIO DE EQUIPAMENTOS EIRELI",,," "
39.840.107/0001-83,INDIVIDUAL," ","itensProposta_fc0bcd9b-a337-4b77-adcb-52f1f6f568b8.csv","MASTERMEDIC DISTRIBUIDORA LTDA","FELIPE PERITO CARDOSO","FELIPE PERITO CARDOSO"," "
17.778.957/0001-66,INDIVIDUAL," ","itensProposta_4042d929-94a3-4a8d-9f24-9e25d2161a9e.csv","HILEON CESAR SUCATELLI","HILEON CESAR SUCATELLI","HILEON CESAR SUCATELLI"," "
03.652.030/0003-32,INDIVIDUAL," ","itensProposta_8bc0f4c9-4731-4bc4-bc46-7ae2783ba04f.csv","CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA","DOUGLAS MARTIN","DOUGLAS MARTIN"," "
