cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.537.692/0001-37,10365878,Nobreak,9,"GOLD COMPUTADORES LTDA",1,UND,2327.33,1005,2327.33,1005
28.259.633/0001-38,41543,"RACK PISO 19 44U",3,"3IP FULL RETAIL LTDA",1,UN,3068.67,1985,3068.67,1985
28.259.633/0001-38,41544,"SWITCH 48+4 PORTAS",4,"3IP FULL RETAIL LTDA",2,UN,12110.6,5578,6055.3,2789
28.259.633/0001-38,40734,"ROTEADOR WIRELESS",5,"3IP FULL RETAIL LTDA",3,UN,2657.01,1884,885.67,628
28.259.633/0001-38,40735,"PATCH PANEL 24 PORTAS",6,"3IP FULL RETAIL LTDA",4,UN,3676,2876,919,719
28.259.633/0001-38,10379256,"PATCH CORD 1,5M",7,"3IP FULL RETAIL LTDA",50,UND,3150,1500,63,30
28.259.633/0001-38,10379257,"PATCH CORD 2,5M",8,"3IP FULL RETAIL LTDA",50,UND,3766.5,2100,75.33,42
26.572.299/0001-42,10379252,"COMPUTADOR BÁSICO COMPLETO",1,"PRODATAINFO INFORMATICA LTDA",367,UND,1915861.11,1288170,5220.33,3510
26.572.299/0001-42,10379252,"COMPUTADOR BÁSICO COMPLETO",2,"PRODATAINFO INFORMATICA LTDA",15,UND,78304.95,52650,5220.33,3510
