data,justificativa,responsavel,tipo
2022-06-27,"PASSAGEM DE FORNECEDOR","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2022-06-27,"Passagem de item 063","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
