ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2016,18.058.399/0001-27,2016-06-09,2021-06-09,2016-06-09,"TRL CONSTRUCOES LTDA. - ME","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",39,"Execução das obras de reforma (área de 223,90m²) do  prédio da Unidade Básica de Saúde Vila Belmiro, localizado na rua Darci João Bianchini, s/nº - bairro Jardim União no município de Criciúma."," ",117187.29
