ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2016,10.946.774/0001-63,2016-06-23," ",2016-06-23,"PROJETO CULTURAL LTDA - ME","PREFEITURA MUNICIPAL DE CRICIÚMA",148,"Aquisição de materiais para desenvolvimento integral cognitivo e social dos alunos e professores com capacitação presencial especializada de apoio didático e pedagógico, da Rede Municipal de Ensino de Criciúma - SC."," ",243000
2016,10.385.994/0001-65,2016-06-23," ",2016-06-23,"LIBRINKE DISTRIBUIDORA DE MATERIAIS DIDATICOS EIRELI","PREFEITURA MUNICIPAL DE CRICIÚMA",149,"Aquisição de materiais para desenvolvimento integral cognitivo e social dos alunos e professores com capacitação presencial especializada de apoio didático e pedagógico, da Rede Municipal de Ensino de Criciúma - SC."," ",727350
