cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
07.562.175/0001-31,10370390,"Contratação de serviços de acesso a internet corporativo, co",1,"CONTATO INTERNET EIRELI",12,MES,542520,262999.8,45210,21916.65
