cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
18.067.852/0001-61,10371306,"Serviços de ENCANADOR",1,"CSK2 PRESTADORA DE SERVIÇOS LTDA",200,HORA,8000,5778,40,28.89
18.067.852/0001-61,300100703,"SERVIÇOS DE PEDREIRO",2,"CSK2 PRESTADORA DE SERVIÇOS LTDA",500,HORA,17500,12640,35,25.28
18.067.852/0001-61,10371307,"Serviços de AUXILIAR DE PEDREIRO",3,"CSK2 PRESTADORA DE SERVIÇOS LTDA",500,HORA,12500,9030,25,18.06
18.067.852/0001-61,10371308,"Serviço de CARPINTARIA",4,"CSK2 PRESTADORA DE SERVIÇOS LTDA",200,HORA,8000,5778,40,28.89
18.067.852/0001-61,10371309,"Serviços de PINTURA",5,"CSK2 PRESTADORA DE SERVIÇOS LTDA",200,HORA,8000,5778,40,28.89
18.067.852/0001-61,10371310,"Serviços de ELETRECISTA",6,"CSK2 PRESTADORA DE SERVIÇOS LTDA",200,HORA,9000,6500,45,32.5
