cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
77.891.653/0001-32,10367517,"1 Interruptor Simples + Tomada EMB BR",1,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",50,UND,600,330,12,6.6
77.891.653/0001-32,10367518,"1 Interruptor Simples EMB BR",2,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",50,UND,380,125,7.6,2.5
77.891.653/0001-32,10370019,"Abraçadeira PVC fixa tubo clique 1/2",3,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",120,UND,78,48,0.65,0.4
77.891.653/0001-32,10370020,"Abraçadeira metálica tipo cunha",4,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",50,UND,25,12,0.5,0.24
77.891.653/0001-32,10370021,"Aditivo Kalfacil",5,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,96,59,4.8,2.95
77.891.653/0001-32,10370022,"Aquecedor de água a gás GLP de 23,5 litros",6,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",1,UND,2320,1490,2320,1490
77.891.653/0001-32,10298030,"Arame galvanizado nº 12",7,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",10,KG,98,41,9.8,4.1
77.891.653/0001-32,10370023,"Anel de vedação massa epóxi para vaso sanitário",8,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",25,UND,212.5,118.75,8.5,4.75
77.891.653/0001-32,10367479,"Araldite Hobby 10 minutos 16 Gr",9,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",25,UND,487.5,268.75,19.5,10.75
77.891.653/0001-32,10370024,"Arco regulável para laminas de serra manual",10,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",5,UND,180,59.5,36,11.9
77.891.653/0001-32,101100970,"Areia Lavada Fina",11,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",2,M3,128.5,79.8,64.25,39.9
77.891.653/0001-32,10367480,"Areia Lavada Grossa.",12,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",3,MC,192.75,119.7,64.25,39.9
77.891.653/0001-32,10367481,"Argamassa AC-2 20 Kg",13,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",50,SC,900,472.5,18,9.45
77.891.653/0001-32,10367482,"Argamassa AC-3 Piso sobre piso  interno 20kg",14,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",50,SA,967.5,547.5,19.35,10.95
77.891.653/0001-32,10370025,"Argamassa multiúso 20kg",15,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",75,SC,825,296.25,11,3.95
77.891.653/0001-32,10367484,"Assento Sanitário Almofadado Convencional",16,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,1280,459,64,22.95
77.891.653/0001-32,10367483,"Azulejo Branco 31x57cm (parede)",17,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",65,M2,1040,552.5,16,8.5
77.891.653/0001-32,10367486,"Basculante de Alumínio com Vidro 100 x 80 Cm",18,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",2,UND,336,199.8,168,99.9
77.891.653/0001-32,10367487,"Basculante de Alumínio com Vidro 80 x 60 Cm",19,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",2,UND,256,169.8,128,84.9
77.891.653/0001-32,10367490,"Bloco de concreto maciço 50cmx20cmx15cm",20,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",256,UND,3225.6,1100.8,12.6,4.3
77.891.653/0001-32,10370026,"Bocal P/ Lâmpada Fixo Plafom PVC Simples",21,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",55,UND,247.5,101.75,4.5,1.85
77.891.653/0001-32,10370027,"Boia para caixa acoplado Vaso",22,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",10,UND,360,40,36,4
77.891.653/0001-32,10367492,"Broca de Videa 06 mm",23,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,72,58.8,6,4.9
77.891.653/0001-32,10367493,"Broca de Videa 08 mm",24,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,63,53.64,5.25,4.47
77.891.653/0001-32,10367489,"Broca de Videa 10 mm",25,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,114,95.4,9.5,7.95
77.891.653/0001-32,10367491,"Broca de Videa 12 mm",26,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,192,143.4,16,11.95
77.891.653/0001-32,10370028,"Bucha plástica para fixação de parafuso nº 10",27,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",500,UND,75,50,0.15,0.1
77.891.653/0001-32,10370029,"Bucha plástica para fixação de parafuso nº 08",28,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",500,UND,45,20,0.09,0.04
77.891.653/0001-32,10367501,"Cabo Flexível 1,5 mm",29,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",120,M,114,58.8,0.95,0.49
77.891.653/0001-32,10367503,"Cabo Flexível 10 mm",30,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",120,M,636,396,5.3,3.3
77.891.653/0001-32,101401428,"CABO FLEXIVEL 2,5 MM",31,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",256,M,320,199.68,1.25,0.78
77.891.653/0001-32,10367502,"Cabo Flexível 4 mm",32,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",180,M,351,198,1.95,1.1
77.891.653/0001-32,10370030,"Cabo PP 2x2,5 mm preto",33,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",200,M,650,420,3.25,2.1
77.891.653/0001-32,10370031,"Cabo Sintenax 10 mm Azul",34,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",90,M,549,315,6.1,3.5
77.891.653/0001-32,10370032,"Cabo Sintenax 10 mm Preto",35,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",90,M,549,315,6.1,3.5
77.891.653/0001-32,10115325,"CADEADO Nº 20",36,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,200,170,10,8.5
77.891.653/0001-32,10370033,"Cadeado Nº 40",37,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,380,278,19,13.9
77.891.653/0001-32,10370034,"Cadeado Nº 60",38,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,840,714,42,35.7
77.891.653/0001-32,10367504,"Caixa dagua fibra 3.000 Lts",39,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",1,UND,930,790.5,930,790.5
77.891.653/0001-32,10370036,"Caixa de distribuição sobrepor 06 disjuntor",40,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",9,UND,342,290.7,38,32.3
77.891.653/0001-32,10367497,"Caixa de gordura completa PVC-410mm c balde p limpeza.",41,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",3,UND,437.25,371.67,145.75,123.89
77.891.653/0001-32,10370037,"Caixa de passagem PVC condulete 4x2",42,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",45,UND,175.5,149.4,3.9,3.32
77.891.653/0001-32,10370038,"Canaleta com adesivo 20x10x200 mm",43,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",36,UND,230.4,169.2,6.4,4.7
77.891.653/0001-32,10370039,"Cano branco PVC 100 mm X 6 m esgoto.",44,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",24,M,174,148.08,7.25,6.17
77.891.653/0001-32,10370040,"Cano branco PVC 40 mm X 6 m esgoto.",45,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",16,M,47.2,38.4,2.95,2.4
77.891.653/0001-32,10370041,"Cano marrom PVC água fria 25 mm X 6 m.",46,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",45,M,109.35,83.25,2.43,1.85
77.891.653/0001-32,10367505,"Carrinho de Mão Ferro Pneu/Câmara",47,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",2,UND,176,149,88,74.5
77.891.653/0001-32,10370042,"Chave de Fenda  3/16 x 6",48,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",4,UND,26,12.8,6.5,3.2
77.891.653/0001-32,10370043,"Chave de Fenda  1/4 x 6",49,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",4,UND,26.4,17.2,6.6,4.3
77.891.653/0001-32,10370044,"Chave de Phillips  3/16 x 6",50,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",4,UND,38,13.4,9.5,3.35
77.891.653/0001-32,300102324,"Chave inglesa 8",51,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",3,UND,81,61.8,27,20.6
77.891.653/0001-32,10367510,"Cimento CP-IV 32 50 Kg",52,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",48,UND,1660.8,960,34.6,20
77.891.653/0001-32,10370045,"Cola adesiva para cano PVC",53,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,138,18,11.5,1.5
77.891.653/0001-32,10370046,"Cola branca a base dágua 500g",54,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",2,UND,29.5,18.2,14.75,9.1
77.891.653/0001-32,10370047,"Cola instantânea super aderente com 3gr",55,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",10,UND,82.5,38,8.25,3.8
77.891.653/0001-32,10370048,"Corrente de ferro elo 1/2",56,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",10,M,292.5,129,29.25,12.9
77.891.653/0001-32,10370049,"Cremona latão cromado",57,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",12,UND,468,192,39,16
77.891.653/0001-32,10370050,"Cumeeira Normal 5mm 15 degraus 110 cm sem amianto",58,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",15,UND,547.5,453,36.5,30.2
77.891.653/0001-32,10370051,"Curva 90° para esgoto secundário DN40",59,"ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME",20,UND,47,40,2.35,2
