ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2016,17.281.222/0001-22,2016-02-19," ",2016-02-19,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",19,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",1014704.3
2016,13.518.726/0001-62,2016-02-19," ",2016-02-19,"COOPERATIVA DA AGRICULTURA FAMILIAR DE MARACAJA -","PREFEITURA MUNICIPAL DE CRICIÚMA",20,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",718424
2016,07.092.322/0001-57,2016-03-15," ",2016-03-15,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO","PREFEITURA MUNICIPAL DE CRICIÚMA",49,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",241948.5
2016,07.092.322/0001-57,2016-04-13," ",2016-04-13,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO","PREFEITURA MUNICIPAL DE CRICIÚMA",84,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC"," ",135333.9
2016,17.281.222/0001-22,2016-04-15," ",2016-04-15,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",88,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC"," ",164978.85
2016,17.281.222/0001-22,2016-05-09," ",2016-05-09,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",110,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",14828.6
2016,07.092.322/0001-57,2016-05-30," ",2016-05-30,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO","PREFEITURA MUNICIPAL DE CRICIÚMA",116,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC"," ",32278
2016,17.281.222/0001-22,2016-06-28," ",2016-06-28,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",153,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",79506.58
2016,17.281.222/0001-22,2016-08-08," ",2016-08-08,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",172,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC."," ",161702.25
2016,07.092.322/0001-57,2016-09-16," ",2016-09-16,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO","PREFEITURA MUNICIPAL DE CRICIÚMA",185,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC"," ",153739.72
2016,17.281.222/0001-22,2016-11-16," ",2016-11-16,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VID","PREFEITURA MUNICIPAL DE CRICIÚMA",205,"Aquisição de gêneros alimentícios, diretamente da Agricultura Familiar para a Merenda Escolar da Secretaria Municipal de Educação de Criciúma/SC"," ",25440
