cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.315.593/0001-00,10110835,"APARELHO TELEFONICO",18,"ORLEANS INFORMATICA LTDA ME",10,UND,1320,1300,132,130
02.315.593/0001-00,10369924,"ESTABILIZADOR DE 1000VA",19,"ORLEANS INFORMATICA LTDA ME",5,UND,1495,1445,299,289
02.315.593/0001-00,10369959,"CÂMERA PTZ FULL HD",60,"ORLEANS INFORMATICA LTDA ME",2,UND,7396,7350,3698,3675
02.315.593/0001-00,10369960,"CAMERA IP EXTERNA E INTERNA FULL HD",61,"ORLEANS INFORMATICA LTDA ME",6,UND,4008,3954,668,659
02.315.593/0001-00,10369961,"SWITCH POE 16 PORTAS",62,"ORLEANS INFORMATICA LTDA ME",1,UND,3200,2962,3200,2962
02.315.593/0001-00,10363747,"PENDRIVE 16GB",79,"ORLEANS INFORMATICA LTDA ME",10,UND,279,245,27.9,24.5
04.572.854/0001-01,10370143,"PAR DE PILHAS AA.",11,"DAT INFORMATICA LTDA ME",60,PAR,840,720,14,12
04.572.854/0001-01,10370144,"PAR DE PILHAS AAA.",12,"DAT INFORMATICA LTDA ME",60,PAR,840,780,14,13
04.572.854/0001-01,10369919,"TELEFONE FIXO SEM FIO",13,"DAT INFORMATICA LTDA ME",10,UND,2800,4460,280,446
04.572.854/0001-01,10369922,"ALICATE DE CLIPAR",16,"DAT INFORMATICA LTDA ME",2,UND,97.6,95.8,48.8,47.9
04.572.854/0001-01,10369923,"TELEFONE COM HEAD SET",17,"DAT INFORMATICA LTDA ME",2,UND,306,296,153,148
04.572.854/0001-01,10114478,"FILTRO DE LINHA",20,"DAT INFORMATICA LTDA ME",10,UND,290,280,29,28
04.572.854/0001-01,10369927,"NOBREAK TIPO 2",24,"DAT INFORMATICA LTDA ME",1,UND,12342.32,12300,12342.32,12300
04.572.854/0001-01,10365967,"PATCH PANEL.",26,"DAT INFORMATICA LTDA ME",2,UND,318,316,159,158
04.572.854/0001-01,10369460,"Voice Panel",27,"DAT INFORMATICA LTDA ME",2,UND,396,588,198,294
04.572.854/0001-01,10369930,"ROTEATOR TIPO 01",29,"DAT INFORMATICA LTDA ME",4,UND,716,680,179,170
04.572.854/0001-01,10369932,SWITCH.,31,"DAT INFORMATICA LTDA ME",2,UND,3600,3556,1800,1778
04.572.854/0001-01,300100802,"FONTE ATX",42,"DAT INFORMATICA LTDA ME",4,UND,1720,1596,430,399
04.572.854/0001-01,10369943,"KIT VENTILAÇÃO PARA MINI RACK 220V",44,"DAT INFORMATICA LTDA ME",1,UND,189,189,189,189
04.572.854/0001-01,10369956,"CONECTOR RJ45 c/ 100 un.",57,"DAT INFORMATICA LTDA ME",1,UND,49,44,49,44
04.572.854/0001-01,10369958,"NVR PRO SERVER CÂMERAS",59,"DAT INFORMATICA LTDA ME",1,UND,5912,4800,5912,4800
04.572.854/0001-01,10369962,"SWITCH POE 8 PORTAS",63,"DAT INFORMATICA LTDA ME",2,UND,784,780,392,390
04.572.854/0001-01,10369964,"UNIDADE  SATA HD",65,"DAT INFORMATICA LTDA ME",3,UND,1137,1080,379,360
04.572.854/0001-01,10369967,"TERMINAL INTELIGENTE PAPX",69,"DAT INFORMATICA LTDA ME",4,UND,1236,1660,309,415
04.572.854/0001-01,10369969,"GPS PORTÁTIL",71,"DAT INFORMATICA LTDA ME",4,UND,6396,6312,1599,1578
04.572.854/0001-01,10369985,"SMARTPHONE C",89,"DAT INFORMATICA LTDA ME",2,UND,2978,2952,1489,1476
02.537.692/0001-37,10108513,MONITOR,1,"GOLD COMPUTADORES LTDA",5,UND,6000,5945,1200,1189
02.537.692/0001-37,10369909,"MICRO COMPUTADOR COM TECLADO E MOUSE",2,"GOLD COMPUTADORES LTDA",5,UND,12500,12420,2500,2484
02.537.692/0001-37,10369911,"IMPRESSORA  LASER MONOCROMATICA",4,"GOLD COMPUTADORES LTDA",5,UND,20495,20490,4099,4098
02.537.692/0001-37,30400901,Notebook,5,"GOLD COMPUTADORES LTDA",5,UND,22500,23750,4500,4750
