cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
05.842.613/0001-90,10371725,"Reforma de cadeira - Modelo: Presidente (Delegado)",1,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",20,UND,2120,1908,106,95.4
05.842.613/0001-90,10371726,"Reforma de Cadeira- Modelo: Diretor ( Escrivão)",2,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",30,UND,3180,2862,106,95.4
05.842.613/0001-90,10371727,"Reforma de Cadeira - Modelo: Executiva Back System",3,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",50,UND,4500,4050,90,81
05.842.613/0001-90,10371728,"Reforma de Cadeira - Modelo: Secretária ( Digitador)",4,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",80,UND,5840,5256,73,65.7
05.842.613/0001-90,182403641,"Reforma de longarina",5,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",50,UND,6316.5,5685,126.33,113.7
05.842.613/0001-90,10371729,"Conserto de móveis - Tipo: Mesas e Gaveteiros",6,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",50,UND,5300,4770,106,95.4
05.842.613/0001-90,10371730,"Conserto de Móveis - Tipo: Armários e Balcões",7,"MESI MOVEIS PARA  ESCRITORIO E ESTOFARIA LTDA ME",30,UND,1629.9,1467,54.33,48.9
